test,method,n_pairs,mean_method,mean_random,mean_diff,t_stat,p_val,p_adj,reject,cohen_d,noise
testAB,gradient_input_avg,100,74.69160469756842,75.41337801058377,-0.7217733130153335,-5.382779897142476,0.9999997532400032,1.0,False,-0.5382779897142477,0.0
testAB,gradient_input_max,100,74.99470789815527,75.41337801058377,-0.4186701124284882,-2.910166529849583,0.9977690610101744,1.0,False,-0.2910166529849583,0.0
testAB,hamming_max,100,75.56451354170393,75.41337801058377,0.15113553112016276,0.9701551739302027,0.1671667183597706,1.0,False,0.09701551739302026,0.0
testAB,hamming_min,100,74.51518089659164,75.41337801058377,-0.8981971139921155,-5.239166792968974,0.9999995444866449,1.0,False,-0.5239166792968973,0.0
testAB,model_grad_avg,100,74.3944851993265,75.41337801058377,-1.018892811257261,-7.8177985053673025,0.9999999999970585,1.0,False,-0.7817798505367302,0.0
testAB,model_grad_max,100,74.55525813996267,75.41337801058377,-0.8581198706210956,-6.0194286885375154,0.9999999851340705,1.0,False,-0.6019428688537516,0.0
testAB,qbc,100,75.810954442275,75.41337801058377,0.3975764316912486,3.3268439001334564,0.0006167809820149554,0.008634933748209376,True,0.3326843900133456,0.0
testAB,threshold_avg,100,75.95542725473615,75.41337801058377,0.5420492441523941,3.5678670751509323,0.0002783337415332418,0.003896672381465385,True,0.3567867075150932,0.0
testAB,threshold_max,100,75.97389479545916,75.41337801058377,0.5605167848754036,3.9739646080500712,6.717954130574623e-05,0.0009405135782804472,True,0.3973964608050071,0.0
testAG,aligns,100,77.48002434163915,77.50243526730462,-0.022410925665461292,-0.08450907287352458,0.5335888256170521,1.0,False,-0.00845090728735246,0.0
testAG,grad01_avg,100,76.78081996065698,77.50243526730462,-0.7216153066476066,-3.021754072118082,0.9984005998525646,1.0,False,-0.3021754072118082,0.0
testAG,grad01_max,100,76.81143255642533,77.50243526730462,-0.6910027108792726,-2.9789668921784256,0.9981810697042396,1.0,False,-0.29789668921784257,0.0
testAG,gradient_conf_avg,100,77.01776662927327,77.50243526730462,-0.4846686380313403,-2.101105678649988,0.9809143008065655,1.0,False,-0.21011056786499885,0.0
testAG,gradient_conf_max,100,76.8752233139923,77.50243526730462,-0.6272119533123096,-2.4294724336130216,0.9915385008803969,1.0,False,-0.24294724336130213,0.0
testAG,gradient_input_avg,100,77.15892090757833,77.50243526730462,-0.3435143597262821,-1.495812737689523,0.9310582179324624,1.0,False,-0.1495812737689523,0.0
testAG,gradient_input_max,100,77.36931372291343,77.50243526730462,-0.1331215443911671,-0.5877845724070013,0.7209923638529951,1.0,False,-0.05877845724070014,0.0
