test	method	n_pairs	mean_method	mean_random	mean_diff	t_stat	p_val	p_adj	reject	ci_lower_rel_pct	ci_upper_rel_pct	mean_diff_rel_pct
test	feature_eucl	500	71.9394490146352	72.14378116255786	-0.20433214792265103	-1.7280365912511908	0.9576998386951471	1.0	False	-0.6052525832218849	0.03879447794947077	-0.28322905263620707
test	grad01_avg	500	71.926791353443	72.14378116255786	-0.2169898091148583	-1.9075896452774952	0.9714909762496211	1.0	False	-0.6105575584569422	0.009009356745899758	-0.3007741008555212
test	grad01_max	500	71.79188962201593	72.14378116255786	-0.3518915405419197	-3.1282872079226496	0.999069471556603	1.0	False	-0.7941058562026438	-0.18142255351300615	-0.48776420485782507
test	gradient_conf_avg	500	72.0747335473653	72.14378116255786	-0.06904761519255306	-0.5792488826039276	0.7186586779189159	1.0	False	-0.4203373442219098	0.2289206646969716	-0.09570833976246912
test	gradient_conf_max	500	71.98097203303084	72.14378116255786	-0.16280912952701299	-1.4007898549660291	0.9190507675818294	1.0	False	-0.5421992898098148	0.09085302848712763	-0.22567313066134362
test	gradient_input_avg	500	71.80567475974671	72.14378116255786	-0.3381064028111322	-2.8771777828405645	0.9979078176649946	1.0	False	-0.788686225098239	-0.148626450679856	-0.4686563378890476
test	gradient_input_max	500	71.82538585399499	72.14378116255786	-0.3183953085628751	-2.518129993070482	0.9939451074994881	1.0	False	-0.7856782484383383	-0.09699050951170986	-0.4413343789750241
test	model_grad_avg	500	71.81124821756819	72.14378116255786	-0.33253294498966507	-2.886240249553224	0.9979661569883368	1.0	False	-0.7746969672823064	-0.1471647361967108	-0.46093085173950854
test	model_grad_max	500	71.85829184672237	72.14378116255786	-0.28548931583549597	-2.500659746756773	0.9936420931199793	1.0	False	-0.7066358510827055	-0.08480954098017406	-0.39572269603143984
test	qbc	500	72.3568543744309	72.14378116255786	0.21307321187305628	2.1213981900881773	0.0171903158862244	0.20628379063469282	False	0.02181173800191699	0.5688787094337378	0.29534522371782734
test	threshold_avg	500	72.78434172438435	72.14378116255786	0.6405605618264936	5.3806051686825835	5.718307979419565e-08	6.861969575303478e-07	True	0.5636794992282783	1.212109214654493	0.8878943569413856
test	threshold_max	500	72.72826127075876	72.14378116255786	0.5844801082009197	4.9064853522840775	6.28649326122482e-07	7.543791913469784e-06	True	0.48574346917600825	1.1345766714718482	0.8101600703239283
testAB	feature_eucl	500	74.62777277147633	75.27278604441258	-0.64501327293625	-9.250647508220704	1.0	1.0	False	-1.038896781983106	-0.6749052621067144	-0.8569010220449101
testAB	grad01_avg	500	74.4731125451228	75.27278604441258	-0.7996734992897824	-11.85426019165626	1.0	1.0	False	-1.2384444957901313	-0.8862901960225449	-1.0623673459063379
testAB	grad01_max	500	74.29567290853683	75.27278604441258	-0.9771131358757565	-14.609783226576845	1.0	1.0	False	-1.4726646278361704	-1.123527667475547	-1.2980961476558588
testAB	gradient_conf_avg	500	74.52275201965183	75.27278604441258	-0.7500340247607492	-10.755370482702274	1.0	1.0	False	-1.178441751797694	-0.8144007193663542	-0.996421235582024
testAB	gradient_conf_max	500	74.44046144214535	75.27278604441258	-0.8323246022672386	-11.573460545217326	1.0	1.0	False	-1.2934573367440383	-0.9180314256784099	-1.105744381211224
testAB	gradient_input_avg	500	74.6192426157657	75.27278604441258	-0.6535434286468621	-9.06612315994032	1.0	1.0	False	-1.0563891364416667	-0.6800775548835548	-0.8682333456626107
testAB	gradient_input_max	500	74.79628898842854	75.27278604441258	-0.47649705598404785	-6.592575291472228	0.999999999944886	1.0	False	-0.8216826708648588	-0.44437132028914	-0.6330269955769994
testAB	model_grad_avg	500	74.26662097493576	75.27278604441258	-1.0061650694768136	-14.554137981068495	1.0	1.0	False	-1.5171377811921578	-1.1562455817755801	-1.336691681483869
testAB	model_grad_max	500	74.45452582793249	75.27278604441258	-0.8182602164800787	-12.058312755104385	1.0	1.0	False	-1.2641806573799024	-0.9099389932393462	-1.0870598253096244
testAB	qbc	500	75.74470165153122	75.27278604441258	0.4719156071186303	7.928137197161329	7.335340337255911e-15	8.802408404707092e-14	True	0.47157383684730164	0.7823072320430934	0.6269405344451975
testAB	threshold_avg	500	75.8237257269435	75.27278604441258	0.5509396825309266	8.061908183889901	2.801918611527795e-15	3.362302333833354e-14	True	0.5535503712843831	0.9102978837964376	0.7319241275404105
testAB	threshold_max	500	75.74939204222792	75.27278604441258	0.47660599781534574	6.914826615267739	7.196101135118288e-12	8.635321362141945e-11	True	0.45326683842619636	0.8130766114738455	0.6331717249500208
testAG	feature_eucl	500	77.02935568318097	77.8262423501508	-0.7968866669698411	-7.682805349024668	0.9999999999999585	1.0	False	-1.2857810460553378	-0.7620800427135126	-1.023930544384425
testAG	grad01_avg	500	77.30087127987179	77.8262423501508	-0.5253710702790263	-5.371181953846796	0.999999939918875	1.0	False	-0.9219859477236745	-0.4281269561354395	-0.675056451929557
testAG	grad01_max	500	77.18930683057111	77.8262423501508	-0.6369355195797077	-6.659762691701634	0.9999999999637184	1.0	False	-1.0598494533567853	-0.5769648148024008	-0.8184071340795931
testAG	gradient_conf_avg	500	77.25490948642054	77.8262423501508	-0.571332863730269	-5.476884236665364	0.9999999656355465	1.0	False	-0.9974627816195005	-0.4707639924800766	-0.7341133870497886
testAG	gradient_conf_max	500	77.22188584223088	77.8262423501508	-0.604356507919938	-5.941764762372023	0.9999999973521829	1.0	False	-1.0333219176742865	-0.5197699178555756	-0.776545917764931
testAG	gradient_input_avg	500	77.41996148854966	77.8262423501508	-0.4062808616011584	-4.139323050110073	0.9999795544653362	1.0	False	-0.7698200832242961	-0.2742515546513854	-0.5220358189378408
testAG	gradient_input_max	500	77.48563528252748	77.8262423501508	-0.34060706762332815	-3.23676868670582	0.9993553704009406	1.0	False	-0.7033060795926344	-0.17199525152108125	-0.43765066555685783
testAG	model_grad_avg	500	77.22936411903245	77.8262423501508	-0.5968782311183454	-6.054440388644697	0.9999999986135493	1.0	False	-1.0158160691201832	-0.5180578867439826	-0.7669369779320828
testAG	model_grad_max	500	77.37844678771832	77.8262423501508	-0.44779556243249125	-4.666722851140985	0.9999980313938466	1.0	False	-0.8176178420384612	-0.33313940618585464	-0.5753786241121579
testAG	qbc	500	78.18138030211772	77.8262423501508	0.3551379519669081	4.139293311565314	2.0448096540741064e-05	0.00024537715848889276	True	0.2397270273684215	0.672916166604877	0.45632159698664926
testAG	threshold_avg	500	78.38548945418576	77.8262423501508	0.5592471040349455	5.443834460984535	4.09631554469707e-08	4.915578653636484e-07	True	0.4592406426779392	0.9779278165644254	0.7185842296211823
testAG	threshold_max	500	78.3572575126931	77.8262423501508	0.531015162542285	5.28030367347233	9.642580860877342e-08	1.1571097033052809e-06	True	0.42843083715635555	0.9361864089215824	0.6823086230389691
