test	method	n_pairs	mean_method	mean_random	mean_diff	t_stat	p_val	p_adj	reject	ci_lower_rel_pct	ci_upper_rel_pct	mean_diff_rel_pct
test	feature_eucl	500	68.96301958393784	69.16974934093253	-0.206729756994686	-1.4773571478579408	0.9298946165859743	1.0	False	-0.6963427838804731	0.09859663338994441	-0.29887307524526435
test	grad01_avg	500	68.92385233796692	69.16974934093253	-0.24589700296561356	-1.809750478194635	0.9645319977416478	1.0	False	-0.741439035285815	0.03044324504923162	-0.3554978951182917
test	grad01_max	500	68.82674982510287	69.16974934093253	-0.34299951582967514	-2.5078886246202288	0.9937690709433296	1.0	False	-0.884363619237463	-0.1073980080573133	-0.4958808136473882
test	gradient_conf_avg	500	69.11979188385016	69.16974934093253	-0.049957457082367256	-0.37357334574859136	0.645559786707835	1.0	False	-0.4520734251334231	0.30762456545596295	-0.07222442983873006
test	gradient_conf_max	500	69.07730114917655	69.16974934093253	-0.09244819175597352	-0.6755233114235788	0.7501718689187573	1.0	False	-0.5223810023304681	0.2550728433828238	-0.13365407947382213
test	gradient_input_avg	500	68.6336346956065	69.16974934093253	-0.5361146453260155	-3.7761383722199637	0.9999107675459054	1.0	False	-1.1783413349882181	-0.37180059969928947	-0.7750709673437538
test	gradient_input_max	500	68.90350836240559	69.16974934093253	-0.2662409785269364	-1.8848813134512072	0.9699866429231377	1.0	False	-0.7861248109673977	0.016305688984883306	-0.38490956099125717
test	model_grad_avg	500	68.66303488835212	69.16974934093253	-0.5067144525804046	-3.5488026594066446	0.9997882180743833	1.0	False	-1.138138575022033	-0.32699454287563906	-0.732566558948836
test	model_grad_max	500	68.88649090601658	69.16974934093253	-0.2832584349159348	-1.9983367933235372	0.9768888562878536	1.0	False	-0.8121369869617929	-0.006887044829258122	-0.4095120158955255
test	qbc	500	69.57234823574039	69.16974934093253	0.4025988948078804	3.4432045745799176	0.00031161173654939385	0.0037393408385927264	True	0.2499237847657214	0.9141657157571172	0.5820447502614192
test	threshold_avg	500	70.02712368423146	69.16974934093253	0.8573743432989257	6.165647504949811	7.250570669223642e-10	8.70068480306837e-09	True	0.8445391861263489	1.6345050534963557	1.2395221198113522
test	threshold_max	500	69.98925240274302	69.16974934093253	0.8195030618104997	5.883429616264158	3.6869154401261875e-09	4.424298528151425e-08	True	0.7891251014524413	1.5804166985943693	1.1847709000234052
testAB	feature_eucl	500	72.70545697910974	73.22489303941214	-0.5194360603023889	-6.029571070139299	0.9999999983993646	1.0	False	-0.9405186209166777	-0.47822311769620274	-0.7093708693064402
