test	method	n_pairs	mean_method	mean_random	mean_diff	t_stat	p_val	p_adj	reject	ci_lower_rel_pct	ci_upper_rel_pct	mean_diff_rel_pct
test	feature_eucl	500	69.88650380523897	70.13525153880185	-0.24874773356287602	-1.8570008216849687	0.9680499672836466	1.0	False	-0.7299123354444966	0.020575081766129037	-0.35466862683918376
test	grad01_avg	500	69.8614150610235	70.13525153880185	-0.2738364777783538	-2.0880297858051344	0.9813491951247059	1.0	False	-0.7578252114946604	-0.023055933921509016	-0.3904405727080848
test	grad01_max	500	69.79826557742494	70.13525153880185	-0.3369859613769088	-2.668902017832019	0.9960711055690332	1.0	False	-0.8341887025851549	-0.12677159621828937	-0.4804801494017221
test	gradient_conf_avg	500	69.82329302922149	70.13525153880185	-0.31195850958037424	-2.303786181578974	0.9891776455943881	1.0	False	-0.8241289665795385	-0.06546222397257717	-0.4447955952760579
test	gradient_conf_max	500	69.729397567886	70.13525153880185	-0.4058539709158481	-3.0640469379066344	0.9988491264304207	1.0	False	-0.9497304141120686	-0.20761617554495163	-0.5786732948285102
test	gradient_input_avg	500	69.59863946219363	70.13525153880185	-0.5366120766082167	-3.9259922490233548	0.9999507435177055	1.0	False	-1.148003327001021	-0.38221739605816624	-0.7651103615295937
test	gradient_input_max	500	69.67668329222538	70.13525153880185	-0.45856824657647177	-3.2048334950207997	0.9992810400869633	1.0	False	-1.05466849189257	-0.2529998674994883	-0.6538341796960292
test	model_grad_avg	500	69.66911684413641	70.13525153880185	-0.4661346946654469	-3.5085506171374643	0.9997543483454495	1.0	False	-1.0368000045696832	-0.29244508812827624	-0.6646225463489798
test	model_grad_max	500	69.7069006130352	70.13525153880185	-0.4283509257666479	-3.15883976391417	0.9991599929217246	1.0	False	-0.9906228858163344	-0.23087676341402638	-0.6107498246151805
test	qbc	500	70.38756972213136	70.13525153880185	0.2523181833295063	2.288035689142374	0.011276399588643645	0.13531679506372374	False	0.050835085785266895	0.6686837803869403	0.3597594330861036
test	threshold_avg	500	70.7303397395406	70.13525153880185	0.5950882007387305	4.27041958826816	1.1682318417266691e-05	0.0001401878210072003	True	0.45811592078278796	1.2388572494339096	0.8484865851083487
